location,fips,Date, hosp_new_1, hosp_new_2point5, hosp_new_5, hosp_new_10, hosp_new_15, hosp_new_20, hosp_new_25, hosp_new_30, hosp_new_35, hosp_new_40, hosp_new_45, hosp_new_50, hosp_new_55, hosp_new_60, hosp_new_65, hosp_new_70, hosp_new_75, hosp_new_80, hosp_new_85, hosp_new_90, hosp_new_95, hosp_new_97point5, hosp_new_99, death_1, death_2point5, death_5, death_10, death_15, death_20, death_25, death_30, death_35, death_40, death_45, death_50, death_55, death_60, death_65, death_70, death_75, death_80, death_85, death_90, death_95, death_97point5, death_99, cdeath_1, cdeath_2point5, cdeath_5, cdeath_10, cdeath_15, cdeath_20, cdeath_25, cdeath_30, cdeath_35, cdeath_40, cdeath_45, cdeath_50, cdeath_55, cdeath_60, cdeath_65, cdeath_70, cdeath_75, cdeath_80, cdeath_85, cdeath_90, cdeath_95, cdeath_97point5, cdeath_99
Hawaii,15,04/16/20, 0, 1, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 6, 7, 9, 11, 12, 15, 22, 66, 79, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 5, 7, 9, 4, 5, 6, 8, 10, 12, 14, 15, 17, 18, 20, 22, 23, 24, 25, 30, 32, 35, 42, 49, 59, 65, 82
Idaho,16,04/16/20, 5, 7, 9, 10, 12, 12, 13, 14, 15, 16, 16, 18, 18, 20, 22, 24, 26, 33, 42, 48, 66, 78, 132, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 5, 6, 7, 8, 15, 8, 9, 9, 10, 11, 11, 12, 13, 13, 14, 14, 15, 16, 17, 18, 20, 21, 24, 31, 32, 44, 51, 66
Illinois,17,04/16/20, 274, 304, 328, 414, 461, 493, 547, 591, 637, 690, 707, 760, 849, 955, 1063, 1190, 1415, 1522, 1694, 1920, 2434, 2981, 4537, 32, 35, 37, 44, 48, 51, 56, 60, 61, 63, 66, 67, 68, 70, 72, 74, 79, 86, 92, 107, 125, 143, 191, 667, 675, 680, 720, 740, 755, 768, 770, 777, 788, 805, 816, 830, 850, 902, 915, 954, 966, 1003, 1059, 1143, 1207, 1500
Indiana,18,04/16/20, 133, 139, 156, 171, 193, 217, 224, 236, 251, 263, 279, 295, 323, 348, 371, 391, 436, 492, 532, 601, 669, 707, 763, 11, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 35, 38, 43, 47, 53, 120, 127, 140, 149, 150, 155, 162, 164, 166, 169, 171, 173, 178, 184, 191, 204, 223, 238, 244, 262, 343, 354, 372
Iowa,19,04/16/20, 16, 17, 20, 23, 25, 27, 29, 30, 31, 33, 34, 35, 36, 37, 40, 42, 44, 46, 49, 53, 68, 91, 134, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 4, 5, 6, 11, 19, 3, 3, 6, 7, 8, 8, 9, 10, 11, 12, 14, 16, 17, 21, 27, 31, 33, 46, 57, 76, 96, 123, 248
Kansas,20,04/16/20, 11, 12, 13, 15, 18, 20, 23, 24, 25, 27, 29, 30, 32, 33, 35, 37, 41, 46, 57, 61, 67, 77, 84, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 7, 9, 4, 5, 7, 8, 9, 10, 12, 13, 13, 14, 15, 16, 18, 19, 21, 23, 27, 29, 31, 37, 50, 61, 66
Kentucky,21,04/16/20, 12, 13, 16, 19, 20, 24, 26, 28, 29, 31, 34, 36, 37, 40, 43, 46, 50, 60, 71, 80, 86, 107, 142, 2, 2, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6, 7, 7, 8, 8, 9, 10, 12, 12, 17, 20, 21, 21, 25, 27, 28, 29, 31, 33, 33, 34, 36, 40, 42, 42, 48, 52, 71, 77, 84, 101, 130, 164
Louisiana,22,04/16/20, 238, 259, 321, 353, 387, 406, 471, 486, 514, 530, 547, 577, 596, 613, 669, 714, 747, 801, 913, 1093, 1181, 1254, 1444, 35, 37, 40, 43, 44, 46, 48, 50, 52, 54, 56, 59, 59, 62, 63, 66, 68, 71, 75, 77, 88, 94, 102, 501, 519, 527, 545, 556, 565, 583, 589, 599, 608, 625, 637, 642, 651, 671, 684, 703, 717, 744, 792, 834, 854, 907
Maine,23,04/16/20, 2, 2, 5, 6, 7, 7, 9, 9, 10, 11, 11, 12, 13, 14, 16, 17, 19, 20, 23, 26, 31, 34, 37, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 4, 5, 5, 6, 1, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 11, 12, 14, 15, 17, 19, 21, 25, 31, 35, 42, 44
Maryland,24,04/16/20, 296, 315, 347, 400, 449, 472, 495, 503, 526, 548, 579, 603, 613, 637, 647, 667, 689, 735, 794, 831, 1010, 1146, 1424, 19, 21, 24, 26, 27, 28, 28, 29, 30, 30, 32, 33, 33, 34, 35, 36, 37, 39, 41, 45, 49, 54, 63, 126, 137, 139, 154, 158, 166, 171, 175, 178, 181, 184, 193, 203, 207, 216, 227, 241, 245, 261, 289, 310, 373, 414
Massachusetts,25,04/16/20, 913, 1118, 1144, 1315, 1381, 1463, 1532, 1591, 1658, 1758, 1832, 1967, 2002, 2106, 2221, 2306, 2376, 2448, 2667, 3053, 3501, 3619, 4094, 109, 118, 122, 125, 129, 135, 137, 140, 142, 145, 149, 151, 154, 158, 164, 168, 172, 181, 189, 198, 216, 223, 240, 804, 814, 831, 870, 888, 903, 916, 932, 944, 952, 959, 984, 1003, 1013, 1032, 1061, 1089, 1124, 1159, 1205, 1295, 1339, 1435
Michigan,26,04/16/20, 538, 669, 705, 838, 978, 1136, 1230, 1317, 1358, 1526, 1561, 1655, 1749, 1892, 2041, 2268, 2527, 2770, 3274, 3713, 4519, 4742, 5657, 89, 101, 103, 109, 121, 125, 128, 137, 139, 142, 146, 157, 164, 171, 176, 181, 190, 198, 211, 216, 236, 256, 328, 1047, 1073, 1106, 1146, 1165, 1185, 1217, 1259, 1268, 1287, 1317, 1347, 1373, 1405, 1426, 1449, 1473, 1515, 1542, 1640, 1711, 1791, 2179
Minnesota,27,04/16/20, 18, 19, 21, 25, 26, 27, 28, 29, 32, 33, 34, 36, 40, 41, 45, 48, 49, 56, 63, 69, 84, 122, 150, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 7, 9, 11, 13, 15, 15, 16, 19, 20, 23, 25, 28, 30, 31, 34, 36, 37, 39, 45, 50, 57, 68, 74, 94, 114, 132, 151
Mississippi,28,04/16/20, 14, 18, 20, 23, 23, 26, 27, 28, 29, 30, 31, 33, 34, 35, 37, 38, 40, 46, 48, 50, 55, 65, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 3, 4, 4, 5, 5, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 6, 8, 10, 12, 14, 16, 35, 45, 50
Missouri,29,04/16/20, 88, 90, 97, 109, 112, 118, 131, 142, 153, 159, 173, 188, 200, 213, 221, 234, 247, 282, 316, 338, 436, 501, 710, 8, 8, 9, 10, 11, 13, 13, 14, 15, 15, 16, 16, 16, 18, 19, 19, 20, 22, 23, 25, 28, 34, 37, 75, 78, 81, 85, 88, 91, 94, 95, 98, 100, 101, 104, 111, 117, 120, 123, 124, 128, 141, 153, 173, 199, 225
Montana,30,04/16/20, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 5, 6, 9, 9, 12, 17, 24, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 4, 5, 8, 0, 1, 1, 1, 2, 3, 3, 4, 4, 5, 5, 6, 7, 8, 9, 10, 12, 15, 17, 23, 35, 51, 65
Nebraska,31,04/16/20, 1, 2, 3, 4, 6, 6, 7, 7, 8, 8, 9, 10, 10, 12, 13, 15, 16, 17, 19, 20, 31, 34, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 4, 4, 9, 0, 1, 1, 2, 3, 3, 4, 4, 4, 5, 5, 6, 7, 8, 8, 12, 14, 19, 30, 35, 65, 86, 121
Nevada,32,04/16/20, 18, 24, 27, 31, 35, 39, 49, 54, 61, 61, 65, 73, 78, 89, 97, 109, 121, 134, 147, 169, 206, 295, 402, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 5, 6, 6, 7, 9, 12, 13, 16, 18, 57, 59, 62, 65, 67, 69, 71, 76, 78, 81, 84, 86, 89, 90, 92, 94, 101, 108, 116, 127, 148, 183, 247
New Hampshire,33,04/16/20, 17, 18, 19, 23, 24, 25, 29, 30, 31, 34, 36, 38, 39, 41, 42, 45, 49, 53, 58, 71, 91, 117, 141, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 6, 7, 10, 12, 15, 8, 10, 12, 15, 16, 17, 18, 21, 24, 27, 29, 32, 36, 38, 41, 47, 55, 65, 73, 81, 123, 143, 167
New Jersey,34,04/16/20, 1472, 1967, 2217, 2696, 3077, 3267, 3415, 3588, 3961, 4238, 4432, 4782, 5115, 5349, 5444, 5756, 5830, 6067, 6618, 7610, 8673, 9793, 10608, 203, 245, 248, 263, 282, 300, 307, 314, 320, 329, 336, 350, 360, 370, 390, 405, 417, 425, 447, 460, 471, 544, 558, 2227, 2236, 2299, 2432, 2468, 2501, 2511, 2551, 2598, 2630, 2683, 2722, 2772, 2804, 2905, 2941, 2977, 3029, 3076, 3152, 3305, 3483, 3614
New Mexico,35,04/16/20, 8, 9, 12, 15, 17, 18, 19, 21, 23, 26, 28, 30, 33, 35, 37, 39, 42, 43, 53, 58, 64, 66, 79, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 6, 7, 7, 9, 3, 4, 7, 9, 11, 14, 17, 18, 20, 21, 23, 26, 28, 30, 30, 33, 35, 45, 49, 54, 65, 85, 106
New York,36,04/16/20, 2558, 3085, 3274, 3684, 4160, 4955, 5568, 5948, 6473, 7068, 7917, 8492, 9321, 9961, 10305, 10562, 11219, 11849, 12573, 14322, 16929, 20190, 21438, 497, 556, 593, 655, 673, 688, 715, 743, 755, 780, 802, 826, 862, 885, 915, 936, 966, 990, 1041, 1153, 1238, 1282, 1345, 8425, 8676, 8841, 9078, 9235, 9474, 9583, 9803, 10008, 10093, 10262, 10404, 10529, 10649, 10841, 10998, 11218, 11432, 11673, 11995, 12381, 12626, 13058
North Carolina,37,04/16/20, 37, 42, 48, 52, 55, 59, 63, 64, 65, 68, 69, 75, 79, 82, 89, 95, 99, 110, 118, 133, 179, 201, 311, 1, 1, 1, 1, 2, 3, 3, 4, 4, 4, 5, 5, 6, 6, 7, 9, 9, 10, 11, 12, 15, 21, 27, 29, 32, 33, 39, 41, 43, 47, 50, 53, 56, 57, 61, 65, 68, 70, 78, 86, 102, 114, 135, 185, 194, 207
North Dakota,38,04/16/20, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 4, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 15, 17
Ohio,39,04/16/20, 97, 114, 132, 148, 156, 166, 178, 184, 194, 202, 213, 222, 234, 246, 256, 272, 309, 331, 350, 402, 478, 526, 621, 8, 9, 11, 13, 13, 14, 14, 15, 16, 17, 18, 19, 20, 21, 22, 22, 23, 25, 26, 29, 34, 36, 43, 62, 72, 75, 83, 89, 95, 100, 105, 113, 115, 119, 127, 131, 139, 143, 148, 156, 167, 179, 210, 233, 293, 315
Oklahoma,40,04/16/20, 18, 20, 24, 26, 27, 28, 30, 31, 33, 34, 36, 36, 37, 39, 40, 43, 49, 52, 58, 78, 95, 118, 156, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 5, 5, 6, 8, 11, 15, 16, 11, 12, 13, 16, 19, 19, 20, 21, 22, 24, 26, 28, 30, 31, 33, 35, 37, 41, 45, 52, 89, 100, 125
Oregon,41,04/16/20, 11, 13, 14, 20, 22, 26, 28, 31, 31, 34, 36, 39, 41, 43, 45, 47, 52, 57, 69, 83, 91, 96, 126, 0, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 5, 6, 6, 6, 7, 8, 11, 13, 16, 18, 17, 20, 23, 25, 29, 31, 33, 37, 40, 47, 52, 57, 66, 73, 83, 93, 101, 113, 133, 167, 211, 294, 376
Pennsylvania,42,04/16/20, 771, 938, 997, 1028, 1065, 1148, 1230, 1324, 1449, 1498, 1569, 1687, 1714, 1777, 1831, 1979, 2130, 2185, 2226, 2382, 2759, 2804, 3642, 34, 39, 41, 44, 49, 51, 53, 54, 55, 57, 61, 62, 64, 67, 68, 71, 74, 77, 80, 89, 99, 105, 136, 333, 352, 375, 398, 434, 447, 464, 470, 479, 489, 491, 498, 515, 524, 534, 551, 571, 598, 625, 646, 674, 720, 802
Rhode Island,44,04/16/20, 33, 38, 41, 47, 52, 55, 56, 58, 61, 67, 69, 72, 74, 82, 86, 89, 93, 102, 110, 119, 141, 214, 239, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5, 6, 7, 10, 1, 1, 3, 5, 6, 6, 7, 7, 8, 9, 10, 11, 12, 13, 16, 17, 22, 24, 42, 48, 75, 100, 141
South Carolina,45,04/16/20, 45, 49, 53, 58, 62, 68, 71, 74, 80, 84, 86, 92, 97, 103, 104, 108, 115, 123, 137, 147, 192, 211, 230, 3, 3, 4, 4, 4, 5, 5, 7, 7, 8, 8, 8, 10, 10, 10, 12, 12, 13, 14, 16, 19, 23, 27, 26, 30, 35, 41, 46, 51, 55, 57, 60, 64, 71, 74, 78, 82, 87, 95, 107, 117, 122, 141, 194, 214, 243
South Dakota,46,04/16/20, 6, 8, 10, 11, 12, 13, 15, 15, 16, 17, 19, 20, 21, 22, 23, 24, 28, 30, 32, 35, 43, 59, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 5, 5, 7, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 5, 9, 13, 17, 22, 26, 30, 36, 43, 51, 67, 101
Tennessee,47,04/16/20, 51, 56, 64, 70, 75, 77, 85, 95, 102, 113, 119, 128, 137, 141, 147, 159, 174, 182, 205, 232, 281, 357, 367, 3, 3, 6, 7, 8, 8, 9, 9, 10, 10, 11, 12, 12, 13, 13, 14, 16, 17, 18, 20, 23, 25, 29, 49, 57, 63, 69, 72, 74, 77, 81, 84, 89, 91, 99, 108, 111, 119, 126, 133, 141, 149, 167, 197, 221, 302
Texas,48,04/16/20, 213, 276, 297, 350, 382, 407, 431, 454, 463, 477, 503, 525, 555, 618, 655, 676, 709, 768, 812, 867, 1001, 1111, 1668, 13, 15, 16, 17, 19, 20, 22, 23, 24, 26, 28, 29, 30, 31, 33, 34, 37, 39, 42, 45, 51, 56, 62, 160, 172, 178, 194, 200, 208, 216, 224, 231, 234, 240, 246, 247, 253, 268, 282, 297, 312, 337, 358, 411, 434, 470
Utah,49,04/16/20, 12, 14, 17, 20, 22, 24, 27, 29, 30, 31, 32, 37, 40, 43, 45, 51, 56, 63, 67, 76, 109, 139, 249, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 6, 7, 8, 8, 10, 17, 17, 19, 20, 22, 25, 27, 31, 33, 35, 37, 41, 44, 46, 50, 52, 54, 57, 69, 75, 88, 101, 123, 139
Vermont,50,04/16/20, 3, 3, 6, 7, 8, 9, 10, 11, 13, 13, 14, 16, 17, 18, 20, 24, 27, 30, 32, 37, 47, 62, 69, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 7, 11, 4, 5, 5, 7, 9, 10, 11, 12, 15, 16, 18, 19, 20, 21, 22, 24, 26, 32, 38, 47, 63, 80, 87
Virginia,51,04/16/20, 117, 125, 135, 147, 160, 174, 184, 191, 196, 202, 209, 215, 221, 226, 234, 243, 259, 287, 308, 323, 373, 446, 471, 4, 4, 5, 6, 6, 7, 8, 9, 9, 9, 10, 10, 11, 11, 12, 13, 14, 14, 15, 18, 22, 25, 27, 26, 33, 35, 38, 41, 44, 47, 51, 53, 56, 61, 70, 78, 84, 91, 97, 100, 113, 118, 128, 147, 168, 187
Washington,53,04/16/20, 80, 87, 94, 119, 133, 156, 166, 175, 192, 203, 216, 224, 229, 239, 260, 274, 300, 327, 342, 394, 526, 568, 632, 5, 10, 11, 13, 14, 14, 15, 17, 19, 20, 20, 21, 22, 23, 24, 24, 25, 29, 30, 34, 42, 46, 56, 378, 398, 417, 428, 434, 454, 459, 470, 475, 485, 495, 510, 524, 538, 547, 566, 584, 606, 634, 686, 759, 808, 861
West Virginia,54,04/16/20, 0, 1, 1, 2, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 6, 7, 7, 8, 8, 11, 15, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 5
Wisconsin,55,04/16/20, 27, 32, 39, 42, 47, 51, 52, 56, 62, 65, 69, 86, 93, 109, 124, 143, 155, 170, 181, 210, 309, 354, 397, 0, 1, 1, 2, 2, 3, 3, 4, 5, 5, 6, 7, 7, 8, 9, 10, 11, 12, 15, 19, 22, 27, 36, 83, 87, 92, 102, 105, 107, 111, 117, 120, 122, 126, 129, 133, 136, 144, 154, 168, 176, 193, 212, 259, 287, 398
Wyoming,56,04/16/20, 1, 1, 1, 2, 2, 3, 3, 4, 4, 5, 5, 6, 6, 7, 7, 8, 8, 9, 11, 14, 17, 22, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 4, 5, 7, 10, 13, 17, 24, 35, 55
US National,US,04/16/20, 11823, 12127, 12994, 15158, 18028, 18987, 20276, 21335, 22868, 23829, 25442, 28051, 28846, 29800, 30650, 33021, 34992, 35736, 39188, 42728, 51048, 57361, 66559, 1502, 1606, 1672, 1791, 1856, 1905, 1978, 2028, 2088, 2127, 2193, 2266, 2327, 2378, 2482, 2586, 2664, 2720, 2750, 2832, 3230, 3388, 3610, 18055, 18812, 19532, 20200, 21040, 21307, 21581, 21937, 22246, 22562, 22772, 23564, 23737, 24062, 24361, 24652, 25066, 25589, 25986, 27054, 28385, 29837, 30067
Alabama,1,04/17/20, 29, 32, 44, 53, 56, 59, 62, 65, 68, 71, 74, 76, 79, 86, 96, 99, 105, 116, 124, 133, 159, 177, 270, 0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 8, 9, 10, 13, 15, 20, 18, 22, 24, 28, 30, 32, 34, 35, 37, 38, 41, 43, 47, 51, 54, 58, 64, 67, 73, 81, 92, 97, 145
Alaska,2,04/17/20, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 10, 12, 12, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 5, 6, 9, 15, 18, 20, 29
Arizona,4,04/17/20, 21, 28, 33, 37, 40, 42, 44, 49, 53, 58, 60, 64, 68, 72, 78, 88, 97, 113, 138, 161, 227, 280, 452, 3, 3, 4, 4, 5, 5, 5, 6, 7, 7, 7, 7, 9, 9, 10, 11, 12, 13, 14, 17, 22, 23, 29, 62, 68, 75, 80, 83, 87, 89, 93, 95, 97, 101, 104, 111, 114, 118, 122, 134, 142, 154, 163, 177, 204, 235
Arkansas,5,04/17/20, 6, 7, 9, 11, 13, 13, 14, 15, 17, 20, 21, 23, 24, 28, 31, 31, 35, 36, 40, 42, 46, 53, 74, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 8, 6, 7, 8, 9, 9, 10, 11, 12, 12, 13, 14, 15, 16, 18, 20, 24, 25, 28, 35, 40, 48, 76, 93
California,6,04/17/20, 272, 304, 333, 368, 415, 432, 469, 526, 552, 570, 643, 656, 718, 825, 881, 931, 1018, 1215, 1410, 1752, 2281, 2396, 2506, 43, 55, 58, 62, 65, 74, 76, 77, 81, 85, 89, 90, 92, 95, 98, 102, 107, 112, 119, 126, 141, 166, 202, 765, 850, 884, 924, 968, 1005, 1023, 1044, 1062, 1089, 1115, 1123, 1127, 1163, 1186, 1217, 1279, 1307, 1350, 1528, 1724, 1885, 1946
Colorado,8,04/17/20, 62, 63, 70, 78, 95, 104, 107, 114, 120, 127, 133, 141, 156, 166, 186, 200, 215, 225, 237, 273, 323, 410, 472, 12, 15, 15, 17, 18, 20, 21, 22, 23, 24, 24, 26, 26, 27, 29, 31, 33, 34, 37, 40, 48, 53, 65, 199, 207, 224, 234, 254, 266, 276, 283, 289, 297, 308, 327, 337, 346, 362, 379, 402, 417, 431, 470, 502, 584, 770
