location,fips,Date, hosp_new_1, hosp_new_2point5, hosp_new_5, hosp_new_10, hosp_new_15, hosp_new_20, hosp_new_25, hosp_new_30, hosp_new_35, hosp_new_40, hosp_new_45, hosp_new_50, hosp_new_55, hosp_new_60, hosp_new_65, hosp_new_70, hosp_new_75, hosp_new_80, hosp_new_85, hosp_new_90, hosp_new_95, hosp_new_97point5, hosp_new_99, death_1, death_2point5, death_5, death_10, death_15, death_20, death_25, death_30, death_35, death_40, death_45, death_50, death_55, death_60, death_65, death_70, death_75, death_80, death_85, death_90, death_95, death_97point5, death_99, cdeath_1, cdeath_2point5, cdeath_5, cdeath_10, cdeath_15, cdeath_20, cdeath_25, cdeath_30, cdeath_35, cdeath_40, cdeath_45, cdeath_50, cdeath_55, cdeath_60, cdeath_65, cdeath_70, cdeath_75, cdeath_80, cdeath_85, cdeath_90, cdeath_95, cdeath_97point5, cdeath_99
Hawaii,15,04/16/20, 1, 1, 2, 3, 3, 3, 4, 4, 4, 5, 6, 6, 7, 7, 8, 8, 9, 10, 11, 14, 22, 86, 86, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 5, 7, 9, 4, 5, 6, 8, 10, 12, 14, 15, 17, 18, 20, 22, 23, 24, 25, 30, 32, 35, 42, 49, 59, 65, 82
Idaho,16,04/16/20, 7, 8, 9, 11, 12, 13, 13, 15, 15, 16, 17, 18, 19, 20, 21, 24, 27, 32, 46, 53, 67, 80, 121, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 5, 6, 7, 8, 15, 8, 9, 9, 10, 11, 11, 12, 13, 13, 14, 14, 15, 16, 17, 18, 20, 21, 24, 31, 32, 44, 51, 66
Illinois,17,04/16/20, 277, 298, 361, 398, 469, 507, 548, 579, 646, 666, 713, 747, 878, 971, 1061, 1219, 1440, 1519, 1679, 1911, 2440, 2904, 4490, 32, 35, 37, 44, 48, 51, 56, 60, 61, 63, 66, 67, 68, 70, 72, 74, 79, 86, 92, 107, 125, 143, 191, 667, 675, 680, 720, 740, 755, 768, 770, 777, 788, 805, 816, 830, 850, 902, 915, 954, 966, 1003, 1059, 1143, 1207, 1500
Indiana,18,04/16/20, 121, 137, 159, 174, 200, 216, 227, 241, 261, 267, 278, 293, 326, 347, 370, 395, 426, 495, 548, 599, 665, 730, 796, 11, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 35, 38, 43, 47, 53, 120, 127, 140, 149, 150, 155, 162, 164, 166, 169, 171, 173, 178, 184, 191, 204, 223, 238, 244, 262, 343, 354, 372
Iowa,19,04/16/20, 16, 17, 20, 23, 24, 27, 28, 29, 32, 33, 35, 36, 37, 38, 39, 40, 42, 44, 47, 53, 67, 115, 142, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 4, 5, 6, 11, 19, 3, 3, 6, 7, 8, 8, 9, 10, 11, 12, 14, 16, 17, 21, 27, 31, 33, 46, 57, 76, 96, 123, 248
Kansas,20,04/16/20, 8, 10, 14, 17, 19, 21, 22, 25, 27, 27, 30, 32, 33, 35, 37, 40, 45, 49, 53, 60, 65, 66, 87, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 7, 9, 4, 5, 7, 8, 9, 10, 12, 13, 13, 14, 15, 16, 18, 19, 21, 23, 27, 29, 31, 37, 50, 61, 66
Kentucky,21,04/16/20, 11, 14, 17, 19, 21, 24, 26, 28, 30, 33, 35, 36, 39, 42, 45, 50, 55, 58, 67, 79, 88, 98, 140, 2, 2, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6, 7, 7, 8, 8, 9, 10, 12, 12, 17, 20, 21, 21, 25, 27, 28, 29, 31, 33, 33, 34, 36, 40, 42, 42, 48, 52, 71, 77, 84, 101, 130, 164
Louisiana,22,04/16/20, 240, 242, 337, 365, 389, 415, 465, 482, 490, 517, 550, 578, 596, 608, 659, 712, 744, 828, 911, 1092, 1169, 1258, 1468, 35, 37, 40, 43, 44, 46, 48, 50, 52, 54, 56, 59, 59, 62, 63, 66, 68, 71, 75, 77, 88, 94, 102, 501, 519, 527, 545, 556, 565, 583, 589, 599, 608, 625, 637, 642, 651, 671, 684, 703, 717, 744, 792, 834, 854, 907
Maine,23,04/16/20, 3, 5, 5, 6, 8, 8, 9, 9, 10, 10, 11, 13, 14, 16, 17, 19, 21, 23, 27, 29, 32, 39, 40, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 4, 5, 5, 6, 1, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 11, 12, 14, 15, 17, 19, 21, 25, 31, 35, 42, 44
Maryland,24,04/16/20, 316, 346, 380, 407, 449, 471, 487, 496, 543, 568, 579, 586, 603, 623, 637, 661, 686, 743, 821, 853, 997, 1206, 1442, 19, 21, 24, 26, 27, 28, 28, 29, 30, 30, 32, 33, 33, 34, 35, 36, 37, 39, 41, 45, 49, 54, 63, 126, 137, 139, 154, 158, 166, 171, 175, 178, 181, 184, 193, 203, 207, 216, 227, 241, 245, 261, 289, 310, 373, 414
Massachusetts,25,04/16/20, 875, 1126, 1187, 1243, 1373, 1488, 1525, 1610, 1661, 1742, 1799, 1930, 2005, 2077, 2219, 2281, 2381, 2500, 2658, 3144, 3479, 3524, 4064, 109, 118, 122, 125, 129, 135, 137, 140, 142, 145, 149, 151, 154, 158, 164, 168, 172, 181, 189, 198, 216, 223, 240, 804, 814, 831, 870, 888, 903, 916, 932, 944, 952, 959, 984, 1003, 1013, 1032, 1061, 1089, 1124, 1159, 1205, 1295, 1339, 1435
Michigan,26,04/16/20, 576, 673, 698, 861, 976, 1155, 1225, 1315, 1380, 1492, 1560, 1645, 1749, 1883, 2048, 2240, 2454, 2785, 3179, 3740, 4495, 4798, 5636, 89, 101, 103, 109, 121, 125, 128, 137, 139, 142, 146, 157, 164, 171, 176, 181, 190, 198, 211, 216, 236, 256, 328, 1047, 1073, 1106, 1146, 1165, 1185, 1217, 1259, 1268, 1287, 1317, 1347, 1373, 1405, 1426, 1449, 1473, 1515, 1542, 1640, 1711, 1791, 2179
Minnesota,27,04/16/20, 19, 20, 21, 24, 28, 30, 31, 32, 33, 35, 37, 39, 42, 45, 48, 50, 53, 55, 60, 66, 93, 120, 142, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 7, 9, 11, 13, 15, 15, 16, 19, 20, 23, 25, 28, 30, 31, 34, 36, 37, 39, 45, 50, 57, 68, 74, 94, 114, 132, 151
Mississippi,28,04/16/20, 16, 18, 19, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 36, 37, 40, 45, 46, 48, 54, 72, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 3, 4, 4, 5, 5, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 6, 8, 10, 12, 14, 16, 35, 45, 50
Missouri,29,04/16/20, 79, 88, 91, 105, 113, 124, 136, 141, 150, 159, 175, 188, 197, 219, 226, 236, 250, 283, 295, 356, 422, 518, 699, 8, 8, 9, 10, 11, 13, 13, 14, 15, 15, 16, 16, 16, 18, 19, 19, 20, 22, 23, 25, 28, 34, 37, 75, 78, 81, 85, 88, 91, 94, 95, 98, 100, 101, 104, 111, 117, 120, 123, 124, 128, 141, 153, 173, 199, 225
Montana,30,04/16/20, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 5, 7, 9, 11, 15, 18, 25, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 4, 5, 8, 0, 1, 1, 1, 2, 3, 3, 4, 4, 5, 5, 6, 7, 8, 9, 10, 12, 15, 17, 23, 35, 51, 65
Nebraska,31,04/16/20, 2, 2, 4, 5, 6, 6, 7, 8, 9, 10, 11, 11, 12, 12, 13, 14, 15, 18, 21, 23, 28, 41, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 4, 4, 9, 0, 1, 1, 2, 3, 3, 4, 4, 4, 5, 5, 6, 7, 8, 8, 12, 14, 19, 30, 35, 65, 86, 121
Nevada,32,04/16/20, 17, 22, 24, 31, 36, 42, 47, 49, 57, 62, 69, 78, 86, 91, 103, 113, 121, 128, 146, 167, 216, 291, 385, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 5, 6, 6, 7, 9, 12, 13, 16, 18, 57, 59, 62, 65, 67, 69, 71, 76, 78, 81, 84, 86, 89, 90, 92, 94, 101, 108, 116, 127, 148, 183, 247
New Hampshire,33,04/16/20, 18, 18, 21, 22, 24, 26, 27, 30, 32, 33, 35, 36, 38, 40, 41, 45, 48, 53, 60, 75, 87, 122, 133, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 6, 7, 10, 12, 15, 8, 10, 12, 15, 16, 17, 18, 21, 24, 27, 29, 32, 36, 38, 41, 47, 55, 65, 73, 81, 123, 143, 167
New Jersey,34,04/16/20, 1481, 1901, 2268, 2731, 3048, 3268, 3382, 3644, 4012, 4321, 4453, 4793, 5139, 5285, 5534, 5691, 5818, 6090, 6512, 7568, 8600, 9851, 10537, 203, 245, 248, 263, 282, 300, 307, 314, 320, 329, 336, 350, 360, 370, 390, 405, 417, 425, 447, 460, 471, 544, 558, 2227, 2236, 2299, 2432, 2468, 2501, 2511, 2551, 2598, 2630, 2683, 2722, 2772, 2804, 2905, 2941, 2977, 3029, 3076, 3152, 3305, 3483, 3614
New Mexico,35,04/16/20, 11, 11, 13, 16, 17, 20, 21, 22, 23, 26, 27, 29, 32, 34, 36, 40, 43, 47, 52, 60, 67, 70, 90, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 6, 7, 7, 9, 3, 4, 7, 9, 11, 14, 17, 18, 20, 21, 23, 26, 28, 30, 30, 33, 35, 45, 49, 54, 65, 85, 106
New York,36,04/16/20, 2583, 3031, 3212, 3627, 4114, 4925, 5566, 5933, 6518, 7083, 7899, 8539, 9474, 9991, 10358, 10633, 11290, 11708, 12460, 14268, 16934, 20441, 21505, 497, 556, 593, 655, 673, 688, 715, 743, 755, 780, 802, 826, 862, 885, 915, 936, 966, 990, 1041, 1153, 1238, 1282, 1345, 8425, 8676, 8841, 9078, 9235, 9474, 9583, 9803, 10008, 10093, 10262, 10404, 10529, 10649, 10841, 10998, 11218, 11432, 11673, 11995, 12381, 12626, 13058
North Carolina,37,04/16/20, 36, 43, 47, 52, 55, 59, 63, 65, 68, 69, 73, 77, 81, 83, 88, 93, 95, 104, 116, 142, 176, 216, 312, 1, 1, 1, 1, 2, 3, 3, 4, 4, 4, 5, 5, 6, 6, 7, 9, 9, 10, 11, 12, 15, 21, 27, 29, 32, 33, 39, 41, 43, 47, 50, 53, 56, 57, 61, 65, 68, 70, 78, 86, 102, 114, 135, 185, 194, 207
North Dakota,38,04/16/20, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 6, 7, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 15, 17
Ohio,39,04/16/20, 118, 124, 134, 140, 156, 168, 176, 186, 189, 203, 216, 227, 238, 253, 269, 284, 312, 336, 358, 413, 491, 534, 631, 8, 9, 11, 13, 13, 14, 14, 15, 16, 17, 18, 19, 20, 21, 22, 22, 23, 25, 26, 29, 34, 36, 43, 62, 72, 75, 83, 89, 95, 100, 105, 113, 115, 119, 127, 131, 139, 143, 148, 156, 167, 179, 210, 233, 293, 315
Oklahoma,40,04/16/20, 17, 18, 21, 24, 26, 27, 29, 30, 31, 34, 34, 35, 37, 38, 40, 43, 44, 47, 56, 76, 85, 108, 148, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 5, 5, 6, 8, 11, 15, 16, 11, 12, 13, 16, 19, 19, 20, 21, 22, 24, 26, 28, 30, 31, 33, 35, 37, 41, 45, 52, 89, 100, 125
Oregon,41,04/16/20, 12, 12, 15, 19, 23, 27, 29, 30, 32, 32, 34, 35, 39, 42, 44, 50, 57, 64, 71, 78, 95, 105, 123, 0, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 5, 6, 6, 6, 7, 8, 11, 13, 16, 18, 17, 20, 23, 25, 29, 31, 33, 37, 40, 47, 52, 57, 66, 73, 83, 93, 101, 113, 133, 167, 211, 294, 376
Pennsylvania,42,04/16/20, 755, 960, 989, 1035, 1078, 1153, 1246, 1343, 1451, 1491, 1589, 1643, 1710, 1779, 1847, 1944, 2107, 2181, 2253, 2388, 2700, 2864, 3630, 34, 39, 41, 44, 49, 51, 53, 54, 55, 57, 61, 62, 64, 67, 68, 71, 74, 77, 80, 89, 99, 105, 136, 333, 352, 375, 398, 434, 447, 464, 470, 479, 489, 491, 498, 515, 524, 534, 551, 571, 598, 625, 646, 674, 720, 802
Rhode Island,44,04/16/20, 35, 39, 42, 52, 55, 57, 59, 61, 63, 67, 71, 74, 78, 79, 83, 90, 92, 99, 106, 127, 156, 203, 233, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5, 6, 7, 10, 1, 1, 3, 5, 6, 6, 7, 7, 8, 9, 10, 11, 12, 13, 16, 17, 22, 24, 42, 48, 75, 100, 141
South Carolina,45,04/16/20, 43, 55, 58, 62, 64, 70, 72, 74, 78, 81, 84, 88, 92, 96, 101, 112, 117, 126, 136, 159, 182, 205, 243, 3, 3, 4, 4, 4, 5, 5, 7, 7, 8, 8, 8, 10, 10, 10, 12, 12, 13, 14, 16, 19, 23, 27, 26, 30, 35, 41, 46, 51, 55, 57, 60, 64, 71, 74, 78, 82, 87, 95, 107, 117, 122, 141, 194, 214, 243
South Dakota,46,04/16/20, 5, 6, 9, 10, 12, 12, 14, 14, 15, 16, 18, 18, 20, 22, 23, 25, 27, 30, 33, 36, 43, 54, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 5, 5, 7, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 5, 9, 13, 17, 22, 26, 30, 36, 43, 51, 67, 101
Tennessee,47,04/16/20, 42, 47, 63, 71, 75, 81, 87, 95, 106, 111, 118, 127, 134, 138, 154, 162, 168, 175, 212, 241, 284, 383, 389, 3, 3, 6, 7, 8, 8, 9, 9, 10, 10, 11, 12, 12, 13, 13, 14, 16, 17, 18, 20, 23, 25, 29, 49, 57, 63, 69, 72, 74, 77, 81, 84, 89, 91, 99, 108, 111, 119, 126, 133, 141, 149, 167, 197, 221, 302
Texas,48,04/16/20, 254, 286, 308, 348, 378, 399, 425, 445, 457, 482, 497, 510, 551, 620, 640, 669, 715, 766, 802, 850, 982, 1133, 1633, 13, 15, 16, 17, 19, 20, 22, 23, 24, 26, 28, 29, 30, 31, 33, 34, 37, 39, 42, 45, 51, 56, 62, 160, 172, 178, 194, 200, 208, 216, 224, 231, 234, 240, 246, 247, 253, 268, 282, 297, 312, 337, 358, 411, 434, 470
Utah,49,04/16/20, 13, 15, 16, 20, 23, 25, 27, 29, 31, 33, 35, 36, 40, 43, 46, 49, 54, 60, 61, 75, 106, 148, 241, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 6, 7, 8, 8, 10, 17, 17, 19, 20, 22, 25, 27, 31, 33, 35, 37, 41, 44, 46, 50, 52, 54, 57, 69, 75, 88, 101, 123, 139
Vermont,50,04/16/20, 3, 4, 5, 7, 8, 9, 10, 11, 12, 12, 14, 16, 17, 19, 22, 25, 28, 30, 36, 41, 55, 63, 70, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 7, 11, 4, 5, 5, 7, 9, 10, 11, 12, 15, 16, 18, 19, 20, 21, 22, 24, 26, 32, 38, 47, 63, 80, 87
Virginia,51,04/16/20, 117, 127, 141, 151, 162, 174, 181, 191, 202, 206, 208, 214, 221, 228, 238, 245, 253, 279, 298, 315, 339, 459, 506, 4, 4, 5, 6, 6, 7, 8, 9, 9, 9, 10, 10, 11, 11, 12, 13, 14, 14, 15, 18, 22, 25, 27, 26, 33, 35, 38, 41, 44, 47, 51, 53, 56, 61, 70, 78, 84, 91, 97, 100, 113, 118, 128, 147, 168, 187
Washington,53,04/16/20, 83, 83, 97, 110, 131, 153, 167, 178, 194, 206, 216, 218, 228, 246, 255, 263, 293, 329, 343, 383, 491, 545, 641, 5, 10, 11, 13, 14, 14, 15, 17, 19, 20, 20, 21, 22, 23, 24, 24, 25, 29, 30, 34, 42, 46, 56, 378, 398, 417, 428, 434, 454, 459, 470, 475, 485, 495, 510, 524, 538, 547, 566, 584, 606, 634, 686, 759, 808, 861
West Virginia,54,04/16/20, 0, 0, 1, 1, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 6, 6, 7, 7, 8, 9, 12, 14, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 5
Wisconsin,55,04/16/20, 28, 33, 35, 38, 45, 48, 53, 56, 59, 61, 69, 80, 101, 113, 127, 150, 159, 169, 187, 212, 318, 355, 380, 0, 1, 1, 2, 2, 3, 3, 4, 5, 5, 6, 7, 7, 8, 9, 10, 11, 12, 15, 19, 22, 27, 36, 83, 87, 92, 102, 105, 107, 111, 117, 120, 122, 126, 129, 133, 136, 144, 154, 168, 176, 193, 212, 259, 287, 398
Wyoming,56,04/16/20, 1, 1, 1, 2, 2, 3, 3, 4, 4, 4, 5, 5, 6, 6, 7, 8, 9, 10, 10, 12, 18, 20, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 4, 5, 7, 10, 13, 17, 24, 35, 55
US National,US,04/16/20, 11816, 12169, 13100, 15087, 18203, 18938, 20171, 21447, 22815, 23646, 25612, 28193, 28749, 29887, 30817, 32964, 34792, 35572, 39380, 42535, 51174, 57379, 66361, 1502, 1606, 1672, 1791, 1856, 1905, 1978, 2028, 2088, 2127, 2193, 2266, 2327, 2378, 2482, 2586, 2664, 2720, 2750, 2832, 3230, 3388, 3610, 18055, 18812, 19532, 20200, 21040, 21307, 21581, 21937, 22246, 22562, 22772, 23564, 23737, 24062, 24361, 24652, 25066, 25589, 25986, 27054, 28385, 29837, 30067
Alabama,1,04/17/20, 39, 43, 48, 52, 55, 58, 60, 64, 68, 73, 75, 81, 82, 86, 90, 99, 109, 112, 117, 137, 156, 170, 270, 0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 8, 9, 10, 13, 15, 20, 18, 22, 24, 28, 30, 32, 34, 35, 37, 38, 41, 43, 47, 51, 54, 58, 64, 67, 73, 81, 92, 97, 145
Alaska,2,04/17/20, 0, 0, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 5, 5, 6, 6, 7, 7, 10, 15, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 5, 6, 9, 15, 18, 20, 29
Arizona,4,04/17/20, 25, 28, 30, 36, 38, 41, 43, 46, 50, 55, 57, 62, 68, 73, 84, 96, 106, 117, 140, 161, 239, 289, 423, 3, 3, 4, 4, 5, 5, 5, 6, 7, 7, 7, 7, 9, 9, 10, 11, 12, 13, 14, 17, 22, 23, 29, 62, 68, 75, 80, 83, 87, 89, 93, 95, 97, 101, 104, 111, 114, 118, 122, 134, 142, 154, 163, 177, 204, 235
Arkansas,5,04/17/20, 5, 6, 8, 9, 11, 13, 14, 15, 18, 19, 22, 23, 25, 28, 30, 34, 35, 36, 38, 43, 50, 53, 65, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 8, 6, 7, 8, 9, 9, 10, 11, 12, 12, 13, 14, 15, 16, 18, 20, 24, 25, 28, 35, 40, 48, 76, 93
California,6,04/17/20, 271, 320, 331, 393, 415, 431, 474, 525, 559, 582, 612, 689, 723, 813, 874, 950, 1045, 1159, 1378, 1776, 2283, 2300, 2438, 43, 55, 58, 62, 65, 74, 76, 77, 81, 85, 89, 90, 92, 95, 98, 102, 107, 112, 119, 126, 141, 166, 202, 765, 850, 884, 924, 968, 1005, 1023, 1044, 1062, 1089, 1115, 1123, 1127, 1163, 1186, 1217, 1279, 1307, 1350, 1528, 1724, 1885, 1946
Colorado,8,04/17/20, 61, 65, 72, 81, 89, 96, 106, 115, 119, 127, 137, 152, 158, 164, 174, 189, 199, 213, 245, 283, 333, 408, 463, 12, 15, 15, 17, 18, 20, 21, 22, 23, 24, 24, 26, 26, 27, 29, 31, 33, 34, 37, 40, 48, 53, 65, 199, 207, 224, 234, 254, 266, 276, 283, 289, 297, 308, 327, 337, 346, 362, 379, 402, 417, 431, 470, 502, 584, 770
