county,id,date,2.5pctl,25pctl,50pctl,75pctl,97.5pctl
Hudson County NJ,34017,04/27/20,-2738,-1663,-982,-661,-127
Passaic County NJ,34031,04/27/20,-2418,-1322,-876,-439,69
Putnam County NY,36079,04/27/20,-610,-333,-258,-177,-45
Rockland County NY,36087,04/27/20,-2182,-1713,-1385,-999,-315
Kings County NY,36047,04/28/20,-14478,-9129,-6371,-4220,-1710
Queens County NY,36081,04/28/20,-14884,-10419,-7670,-5503,-1590
New York County NY,36061,04/28/20,-9094,-5361,-3527,-1322,1261
Bronx County NY,36005,04/28/20,-8416,-6052,-3993,-2718,-440
Richmond County NY,36085,04/28/20,-2927,-1996,-1333,-803,-137
Westchester County NY,36119,04/28/20,-5462,-4148,-3014,-1924,-555
Bergen County NJ,34003,04/28/20,-5799,-3987,-2606,-1336,-301
Hudson County NJ,34017,04/28/20,-2907,-1851,-1132,-759,-144
Passaic County NJ,34031,04/28/20,-2623,-1488,-1025,-510,37
Putnam County NY,36079,04/28/20,-620,-366,-284,-200,-39
Rockland County NY,36087,04/28/20,-2203,-1742,-1433,-1034,-323
Kings County NY,36047,04/29/20,-14778,-9707,-6839,-4526,-1816
Queens County NY,36081,04/29/20,-14875,-10932,-8112,-5819,-1638
New York County NY,36061,04/29/20,-9435,-5697,-3877,-1573,1165
Bronx County NY,36005,04/29/20,-8398,-6349,-4274,-2961,-467
Richmond County NY,36085,04/29/20,-2980,-2147,-1451,-911,-176
Westchester County NY,36119,04/29/20,-5452,-4241,-3164,-2015,-608
Bergen County NJ,34003,04/29/20,-6076,-4274,-2926,-1471,-335
Hudson County NJ,34017,04/29/20,-3133,-2050,-1283,-876,-177
Passaic County NJ,34031,04/29/20,-2814,-1670,-1151,-590,13
Putnam County NY,36079,04/29/20,-641,-393,-306,-219,-41
Rockland County NY,36087,04/29/20,-2104,-1776,-1440,-1072,-350
Kings County NY,36047,04/30/20,-15017,-10163,-7116,-4786,-1941
Queens County NY,36081,04/30/20,-14883,-11392,-8507,-6144,-1693
New York County NY,36061,04/30/20,-9563,-6142,-4270,-1893,1079
Bronx County NY,36005,04/30/20,-8213,-6519,-4556,-3144,-554
Richmond County NY,36085,04/30/20,-2942,-2240,-1586,-994,-198
Westchester County NY,36119,04/30/20,-5450,-4262,-3289,-2068,-671
Bergen County NJ,34003,04/30/20,-6135,-4516,-3221,-1625,-396
Hudson County NJ,34017,04/30/20,-3353,-2237,-1432,-989,-209
Passaic County NJ,34031,04/30/20,-2941,-1835,-1237,-649,2
Putnam County NY,36079,04/30/20,-623,-418,-341,-244,-45
Rockland County NY,36087,04/30/20,-2062,-1801,-1460,-1093,-342
Kings County NY,36047,05/01/20,-14964,-10434,-7601,-5039,-2061
Queens County NY,36081,05/01/20,-14452,-11641,-8806,-6451,-1777
New York County NY,36061,05/01/20,-9375,-6517,-4670,-2277,1011
Bronx County NY,36005,05/01/20,-7919,-6689,-4805,-3324,-606
Richmond County NY,36085,05/01/20,-2931,-2316,-1700,-1081,-220
Westchester County NY,36119,05/01/20,-5351,-4246,-3336,-2132,-672
Bergen County NJ,34003,05/01/20,-6192,-4664,-3420,-1787,-435
Hudson County NJ,34017,05/01/20,-3580,-2433,-1604,-1118,-251
Passaic County NJ,34031,05/01/20,-2986,-1969,-1374,-743,-1
Putnam County NY,36079,05/01/20,-625,-444,-359,-259,-49
Rockland County NY,36087,05/01/20,-2004,-1805,-1478,-1140,-328
Kings County NY,36047,05/02/20,-14782,-10715,-7977,-5309,-2231
Queens County NY,36081,05/02/20,-13946,-11962,-9026,-6739,-1903
New York County NY,36061,05/02/20,-9203,-6696,-4864,-2546,928
Bronx County NY,36005,05/02/20,-7845,-6721,-4969,-3467,-666
